matchId,blueWins,blueWardsPlaced,blueControlWardsPlaced,blueWardsDestroyed,blueControlWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueVoidGrubs,blueTowersDestroyed,bluePlatesDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueFirstTurret,blueInhibitorsDestroyed,blueFirstDragon,redWardsPlaced,redControlWardsPlaced,redWardsDestroyed,redControlWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redVoidGrubs,redTowersDestroyed,redPlatesDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redFirstTurret,redInhibitorsDestroyed,redFirstDragon,gameDuration
KR_7087304463,1,70,8,14,8,1,9,14,9,0,0,2,0,5,25431,28252,350,88,0,0,0,52,10,13,7,0,14,9,18,1,1,1,0,4,28475,32119,413,87,0,0,1,1911.36
KR_7089238511,0,200,5,8,5,0,11,15,12,0,0,5,0,6,27105,29301,376,69,0,0,0,31,11,11,3,1,15,11,17,1,0,1,1,5,30582,31887,408,78,1,0,1,1516.172
KR_7098110507,1,36,7,9,6,1,20,12,18,2,1,0,2,11,31512,32831,392,103,0,0,1,60,6,6,4,0,12,20,8,0,0,6,1,7,28863,30679,359,100,1,0,0,1270.504
KR_7080425515,0,104,7,6,4,1,13,15,15,1,0,0,1,8,28058,30596,368,80,1,0,1,29,7,19,6,0,15,13,15,0,0,6,0,3,29709,33355,381,95,0,0,0,1955.644
KR_7106178810,1,25,3,9,6,0,10,11,18,1,0,6,2,7,28695,29973,375,95,1,0,1,34,8,6,2,1,11,10,18,0,0,0,1,6,28590,29932,369,95,0,0,0,1595.182
KR_7107057083,1,23,4,8,5,1,17,6,21,0,0,6,1,9,30520,33130,381,96,1,0,0,30,6,7,2,0,6,17,6,1,0,0,1,5,25815,29539,384,75,0,0,1,1384.702
KR_7100013318,1,28,5,15,10,1,15,18,14,2,0,3,1,12,28595,28318,327,88,1,0,1,39,13,14,5,0,18,15,14,0,0,3,0,2,29722,30579,348,95,0,0,0,1565.581
KR_7107806931,1,44,11,12,2,1,12,6,8,0,1,3,0,10,28218,32374,403,85,0,0,0,58,5,11,6,0,6,12,8,1,0,3,0,1,26173,30614,418,94,0,0,1,1608.063
KR_7101663525,1,287,8,7,4,1,19,13,19,1,0,0,1,13,30918,30980,391,60,0,0,1,33,7,9,4,0,13,19,13,0,0,6,1,7,29967,27887,286,104,1,0,0,1919.986
KR_7090342633,0,46,9,14,6,1,10,13,11,0,0,6,1,7,26229,29134,339,101,0,0,0,40,10,14,6,0,13,10,24,1,0,0,2,7,31344,30645,400,76,1,0,1,1300.626
KR_7092105655,0,29,3,12,8,1,14,17,23,0,0,3,1,10,29342,29888,381,84,1,0,0,27,9,4,1,0,17,14,27,2,1,3,0,0,28688,30013,317,78,0,0,1,1622.269
KR_7049960958,0,24,2,8,3,0,3,15,1,0,0,4,0,7,23895,28319,383,112,0,0,0,29,7,7,2,1,15,3,16,2,1,2,3,7,29907,32375,383,84,1,0,1,1158.825
KR_7081058782,1,39,9,10,6,0,11,14,18,0,0,6,1,11,27972,28602,368,98,1,0,0,33,8,12,7,1,14,11,26,2,0,0,0,2,29297,31669,390,84,0,0,1,1468.336
KR_7086725300,1,38,12,9,5,0,12,20,13,1,0,3,1,7,27203,29795,357,70,0,0,0,41,5,13,5,1,20,12,30,1,0,3,1,4,31709,30396,373,90,1,0,1,2082.052
KR_7077654107,0,34,8,7,1,1,12,12,12,0,0,6,0,6,26826,31451,364,100,0,0,0,28,3,11,5,0,12,12,16,2,0,0,1,1,28398,31334,382,100,1,0,1,2135.825
KR_7106699415,1,55,11,9,5,0,17,19,11,1,0,6,1,8,31050,31648,354,108,1,0,0,27,5,13,7,1,19,17,22,1,0,0,0,1,29024,30448,309,95,0,0,1,1660.574
KR_7079812336,0,64,8,11,6,0,14,16,15,0,0,5,1,11,27693,26047,299,71,1,0,0,34,8,9,1,1,16,14,18,0,0,1,0,4,27309,27395,330,71,0,0,0,1178.06
KR_7098317200,0,31,6,13,3,1,9,12,5,0,1,4,1,6,25876,29896,345,104,1,0,0,42,5,13,5,0,12,9,9,2,0,2,0,3,28942,32128,432,104,0,0,1,1453.992
KR_7053685076,1,31,6,8,2,0,13,17,10,1,1,3,1,12,28262,29970,342,86,1,0,1,25,4,9,5,1,17,13,11,0,0,3,0,3,27618,30966,343,74,0,0,0,2369.703
KR_7086879176,1,29,5,7,3,1,4,4,2,1,0,6,1,11,25931,31684,429,102,1,0,0,24,5,9,1,0,4,4,4,1,0,0,0,1,23540,30772,383,100,0,0,1,1370.681
KR_7087158364,1,42,4,14,5,0,12,8,19,0,0,4,1,10,28115,32601,397,77,0,0,0,32,8,5,0,1,8,12,11,1,0,2,1,2,28633,30186,413,86,1,0,1,1180.735
KR_7098574694,0,33,7,9,3,0,2,6,3,0,0,3,0,5,23932,30018,419,86,0,0,0,34,8,10,5,1,6,2,7,1,0,3,0,4,26527,31566,405,90,0,0,1,1896.455
KR_7084545789,1,23,4,28,2,1,29,2,25,1,0,3,3,15,34551,35683,424,91,1,0,1,64,2,1,1,0,2,29,4,0,0,0,0,0,20285,24406,344,56,0,0,0,971.055
KR_7096982765,0,73,4,12,4,0,8,21,9,0,0,3,0,10,25750,28155,298,125,0,0,0,69,8,9,2,1,21,8,28,1,0,3,3,7,33763,33699,396,95,1,0,1,1315.225
KR_7108974437,0,60,4,12,6,0,6,22,3,0,0,3,1,6,22103,25695,297,86,1,0,0,39,11,7,4,1,22,6,29,1,0,3,2,9,33778,34005,360,90,0,0,1,967.868
KR_7086865298,1,43,15,6,2,1,19,10,24,1,0,6,2,9,31059,31670,354,95,1,0,1,37,3,15,9,0,10,19,9,0,0,0,0,4,27190,28830,357,88,0,0,0,1183.34
KR_7099470372,1,24,4,12,6,0,17,11,26,1,0,4,2,11,33114,34779,379,103,1,0,0,36,9,8,4,1,11,17,12,1,0,2,1,1,27458,29362,345,88,0,0,1,1677.753
KR_7035449580,0,29,9,9,3,0,16,23,15,0,0,5,1,12,30413,27803,331,62,1,0,0,142,6,3,1,1,23,16,27,1,0,1,0,8,31666,30602,329,78,0,0,1,2111.457
KR_7094022509,1,59,9,11,6,1,16,5,21,1,0,6,1,9,29911,31109,393,92,1,0,0,34,9,10,7,0,5,16,5,1,0,0,0,1,23690,28712,351,92,0,0,1,1440.067
KR_7078016555,0,102,7,9,1,1,12,13,17,0,0,6,0,6,26968,29243,351,84,0,0,0,27,5,14,5,0,13,12,15,1,0,0,1,4,27089,28472,333,67,1,0,1,1710.841
KR_7107536998,1,60,11,14,7,0,15,13,18,1,0,1,1,11,29054,31114,342,76,1,0,0,41,11,14,9,1,13,15,8,1,0,5,0,3,28450,32828,387,80,0,0,1,1526.351
KR_6988040246,0,38,10,6,2,1,14,15,18,0,0,2,2,14,30572,28619,387,64,1,0,0,29,2,7,4,0,15,14,15,2,0,4,0,4,29409,30246,356,112,0,0,1,1431.926
KR_7094098442,0,27,3,6,4,0,13,19,11,0,0,1,1,11,28364,30442,350,72,1,0,0,29,7,4,1,1,19,13,14,1,0,5,0,4,30022,33217,338,98,0,0,1,1868.533
KR_7106007676,1,31,9,8,3,0,17,13,18,0,0,3,1,11,28800,31298,385,66,1,0,0,26,6,10,3,1,13,17,19,1,0,3,0,2,28206,29245,340,101,0,0,1,1476.555
KR_7094572675,1,41,6,13,9,0,10,14,14,0,0,0,0,4,26135,29481,313,89,0,0,0,41,14,8,4,1,14,10,17,1,1,6,1,6,30026,29599,395,86,1,0,1,2008.388
KR_6936704318,0,49,11,8,2,0,14,17,14,0,1,2,0,9,26986,29268,348,72,0,0,0,32,9,15,10,1,17,14,17,2,0,4,1,4,30052,31240,364,91,1,0,1,1672.934
KR_7102384817,1,63,3,4,1,1,12,14,17,0,1,3,0,9,27627,29137,328,108,0,0,0,48,4,9,3,0,14,12,20,2,0,3,0,4,28256,28347,337,81,0,0,1,1408.261
KR_7099902224,1,58,6,7,4,1,15,8,18,0,1,6,1,9,29056,30647,348,119,0,0,0,24,6,7,2,0,8,15,13,2,0,0,2,5,28480,29420,415,68,1,0,1,1561.001
KR_7106087277,1,59,5,11,2,1,18,12,30,0,0,6,3,13,33167,32648,379,116,1,0,0,46,7,7,3,0,12,18,21,2,0,0,0,3,27885,31028,377,76,0,0,1,1628.594
KR_7091010338,0,30,10,17,4,1,11,10,13,1,0,6,1,10,28787,32083,363,130,1,0,1,36,6,10,7,0,10,11,12,1,1,0,0,0,26908,31903,395,83,0,0,0,2557.59
KR_7079853435,0,59,9,9,6,0,9,13,8,0,0,2,2,10,27019,29257,383,76,1,0,0,29,8,12,6,1,13,9,16,2,0,1,0,2,26971,31612,365,94,0,0,1,1584.881
KR_7101987897,1,50,9,18,5,0,9,9,8,0,1,4,0,7,26774,31019,408,89,0,0,0,36,6,20,7,1,9,9,10,1,0,2,0,2,27979,32469,426,113,0,0,1,2060.629
KR_7040730179,1,38,6,9,6,0,8,12,8,2,0,0,1,4,25954,30677,372,99,1,0,1,30,7,6,1,1,12,8,13,0,1,6,0,1,26592,29039,372,88,0,0,0,1709.161
KR_7094175053,1,58,6,6,3,1,17,15,24,1,0,5,0,9,29453,28644,337,71,0,0,1,25,4,7,2,0,15,17,15,0,0,1,0,2,29467,29868,351,70,0,0,0,1920.982
KR_7048430728,0,28,3,5,2,0,14,15,19,0,0,4,0,4,27028,27623,289,84,0,0,0,33,5,4,1,1,15,14,22,2,0,2,1,4,28815,28197,343,87,1,0,1,1931.107
KR_7094714515,0,34,3,7,5,0,2,8,4,0,0,6,0,4,22362,27788,336,95,0,0,0,26,8,12,3,1,8,2,6,2,1,0,2,6,27093,29793,388,79,1,0,1,1329.515
KR_7098818689,0,164,9,11,4,0,13,13,15,2,0,1,0,5,28077,32388,386,107,0,0,1,49,5,12,5,1,13,13,17,0,1,5,0,4,28478,31325,400,72,0,0,0,2383.5
KR_7098805039,1,35,7,7,5,1,16,15,18,1,0,5,3,8,30165,28322,354,78,1,0,0,30,10,7,4,0,15,16,27,1,0,1,0,6,32026,30251,367,90,0,0,1,1599.676
KR_7006607806,0,58,3,7,2,0,18,17,15,0,0,1,2,15,30267,29650,363,66,1,0,0,68,7,8,2,1,17,18,24,1,0,5,2,4,31166,30842,346,86,0,0,1,1405.03
KR_7103505919,1,50,7,7,5,0,15,14,15,0,1,2,0,8,29322,31748,348,114,0,0,0,34,11,13,2,1,14,15,20,2,0,4,1,4,29768,30889,395,100,1,0,1,1988.056
KR_7088822292,1,43,9,8,3,1,23,9,21,0,0,6,4,17,34818,33345,411,88,1,0,0,139,5,9,4,0,9,23,11,1,0,0,0,4,26849,30877,363,83,0,0,1,1380.367
KR_7088135184,0,28,4,10,5,1,5,14,1,0,0,0,2,5,24321,30021,390,88,1,0,0,72,9,6,3,0,14,5,16,1,0,6,0,6,30108,31899,377,100,0,0,1,1224.726
KR_7100402056,0,60,5,20,13,0,11,14,13,0,0,4,0,8,27983,31055,413,96,0,0,0,42,14,8,3,1,14,11,19,2,0,2,0,2,28778,31022,389,75,0,0,1,1595.943
KR_7088145713,0,63,6,9,5,1,15,7,13,1,0,0,0,6,27769,31386,366,92,0,0,1,33,5,14,5,0,7,15,5,0,1,6,0,0,24566,30174,331,95,0,0,0,1536.718
KR_7068265505,0,32,11,14,5,0,11,11,14,0,1,6,1,10,28370,30592,400,79,0,0,0,37,11,12,9,1,11,11,15,1,0,0,1,4,28684,30711,405,78,1,0,1,1753.483
KR_7103021830,0,279,2,2,0,0,13,17,14,1,1,6,0,10,27607,29138,327,98,0,0,1,26,4,11,1,1,17,13,31,1,0,0,1,4,30760,30054,362,87,1,0,0,1398.029
KR_7086670231,0,31,7,9,3,1,13,12,14,0,0,6,0,8,28637,31211,387,87,0,0,0,64,6,6,3,0,12,13,14,2,0,0,1,6,28729,31731,353,81,1,0,1,1675.017
KR_7081155722,0,24,4,13,4,1,12,15,11,1,0,1,1,9,28669,29313,368,83,0,0,1,37,9,9,3,0,15,12,7,1,1,5,2,4,29267,31554,375,89,1,0,0,1656.163
KR_7073048870,1,42,13,14,2,1,16,13,17,1,0,1,1,10,29941,31958,398,88,1,0,0,56,3,10,7,0,13,16,16,1,0,2,0,2,26096,28420,298,73,0,0,1,1453.644
KR_7098669126,0,32,5,4,3,0,10,13,10,1,0,0,1,4,25469,29443,350,70,0,0,0,30,8,10,5,1,13,10,13,1,0,6,2,4,31445,33520,419,101,1,0,1,1577.202
KR_7096270931,0,51,6,8,6,0,8,19,8,0,0,3,0,7,25230,28173,334,87,0,0,0,31,6,9,3,1,19,8,24,2,1,3,0,0,28220,32263,342,115,0,0,1,1218.43
KR_7033423423,0,24,5,29,6,0,8,12,6,0,0,4,1,10,27674,29777,402,84,1,0,0,83,9,6,4,1,12,8,17,2,0,2,1,9,28539,30223,370,84,0,0,1,1395.207
KR_7095844948,0,27,3,6,3,0,8,20,9,0,0,1,0,4,25094,26822,336,61,0,0,0,27,8,15,3,1,20,8,25,1,0,5,3,11,35477,34190,439,98,1,0,1,951.642
KR_7101146241,1,33,8,8,5,0,17,22,29,1,0,3,0,12,29276,26785,291,83,0,0,1,33,10,13,7,1,22,17,25,0,0,3,2,7,33089,28236,322,88,1,0,0,1935.207
KR_7095077310,1,71,8,17,7,0,11,7,9,0,0,6,1,8,27099,30558,347,78,0,0,0,119,12,17,7,1,7,11,9,1,0,0,1,4,26015,28089,363,83,1,0,1,1715.376
KR_7104200084,1,30,7,7,4,0,12,9,12,1,0,0,0,8,26669,31153,364,88,0,0,1,35,8,12,5,1,9,12,9,0,0,6,1,6,28987,31446,424,90,1,0,0,1949.638
