matchId,blueWins,blueWardsPlaced,blueControlWardsPlaced,blueWardsDestroyed,blueControlWardsDestroyed,blueFirstBlood,blueKills,blueDeaths,blueAssists,blueDragons,blueHeralds,blueVoidGrubs,blueTowersDestroyed,bluePlatesDestroyed,blueTotalGold,blueTotalExperience,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,blueFirstTurret,blueInhibitorsDestroyed,blueFirstDragon,redWardsPlaced,redControlWardsPlaced,redWardsDestroyed,redControlWardsDestroyed,redFirstBlood,redKills,redDeaths,redAssists,redDragons,redHeralds,redVoidGrubs,redTowersDestroyed,redPlatesDestroyed,redTotalGold,redTotalExperience,redTotalMinionsKilled,redTotalJungleMinionsKilled,redFirstTurret,redInhibitorsDestroyed,redFirstDragon,gameDuration
KR_7099737294,1,31,3,10,7,0,14,15,20,1,0,1,1,6,29839,31780,389,97,0,0,1,34,10,9,3,1,15,14,22,0,0,5,1,3,29821,30437,383,65,1,0,0,1978.192
KR_7089032865,1,70,6,13,5,1,10,7,14,1,0,3,2,12,28016,31876,403,102,1,0,0,29,5,9,4,0,7,10,7,1,0,3,0,2,26336,29968,392,85,0,0,1,1250.933
KR_7076665205,0,32,6,12,6,0,11,19,7,1,0,3,1,10,26348,28079,342,77,1,0,1,40,11,8,5,1,19,11,19,1,0,3,0,3,31478,32813,384,82,0,0,0,1312.63
KR_7094586279,1,35,7,9,6,0,18,4,29,1,0,0,1,8,29867,34071,418,96,1,0,0,35,7,9,3,1,4,18,5,1,0,3,0,1,23071,28612,362,90,0,0,1,1530.91
KR_7100386243,1,30,8,10,4,0,16,12,19,0,0,3,1,7,30905,34321,395,113,1,0,0,36,9,4,3,1,12,16,13,1,0,3,0,2,27153,30851,360,82,0,0,1,1757.388
KR_7093447504,0,94,1,5,2,1,7,16,5,1,0,0,2,6,26113,29381,402,80,1,0,1,22,4,4,1,0,16,7,25,1,0,6,1,0,29510,32440,355,112,0,0,0,1107.057
KR_7087693182,0,31,8,11,5,1,8,12,11,1,0,0,2,10,28097,29204,398,66,1,0,1,30,5,10,4,0,12,8,13,0,1,6,0,4,28726,30572,371,112,0,0,0,1669.443
KR_7089388951,1,40,6,10,5,1,11,9,16,1,0,6,1,7,29190,29310,363,116,1,0,1,37,10,16,3,0,9,11,15,0,0,0,0,3,26833,29796,395,68,0,0,0,2139.287
KR_7085372096,1,28,5,5,3,1,12,11,12,1,1,6,1,14,28098,30076,363,79,1,0,1,56,7,11,4,0,11,12,14,0,0,0,0,1,26731,31427,388,107,0,0,0,1701.285
KR_7049224314,1,26,4,8,4,1,18,7,25,0,0,4,1,10,29823,31193,353,73,1,0,0,38,5,5,1,0,7,18,5,1,0,2,0,2,24640,29864,373,96,0,0,1,940.217
KR_7107104393,1,35,13,15,4,0,12,7,18,0,0,6,2,11,30253,33507,432,96,1,0,0,47,7,7,4,1,7,12,9,2,0,0,0,0,24774,28317,364,99,0,0,1,1121.301
KR_7101659922,0,30,3,6,3,1,8,11,4,1,0,3,0,8,25411,31269,382,83,0,0,1,56,9,9,2,0,11,8,11,0,0,3,0,2,27443,31394,393,93,0,0,0,1177.957
KR_7077698478,1,21,1,8,3,1,14,10,12,0,0,5,2,11,28651,31268,350,74,1,0,0,30,5,2,1,0,10,14,10,2,0,1,1,5,27179,32237,357,106,0,0,1,1701.673
KR_7105777051,0,55,6,12,10,1,13,16,11,0,0,3,0,11,27410,30568,352,89,0,0,0,28,10,10,3,0,16,13,13,0,0,3,1,2,28913,32304,391,74,1,0,0,2068.095
KR_7093831585,0,50,10,6,1,1,7,11,6,0,1,6,2,9,26516,30123,391,94,1,0,0,68,5,14,9,0,11,7,10,2,0,0,0,2,27998,31326,410,109,0,0,1,1367.949
KR_7080231377,1,55,5,7,2,0,18,13,17,0,0,2,2,13,32053,32681,389,84,1,0,0,23,4,7,2,1,13,18,9,1,0,4,0,3,27896,31152,361,96,0,0,1,1679.43
KR_7050063600,1,41,6,11,4,1,15,3,13,2,1,2,0,11,28535,31825,359,92,0,0,1,167,4,9,3,0,3,15,2,0,0,4,1,2,24218,28814,391,87,1,0,0,1233.089
KR_7074314659,0,29,3,5,2,0,6,14,5,0,0,6,1,9,25007,29205,353,98,0,0,0,28,6,6,3,1,14,6,13,2,1,0,2,8,29297,30083,397,62,1,0,1,1737.739
KR_7101217820,1,48,6,12,3,0,14,12,13,1,0,0,2,13,30330,31151,395,74,1,0,1,321,3,7,3,1,12,14,9,0,0,3,0,2,27587,30784,395,94,0,0,0,1305.329
KR_7081541381,1,66,8,16,7,0,12,13,25,2,0,0,0,6,26412,29953,333,91,0,0,1,84,10,14,7,1,13,12,12,0,0,6,2,10,31058,31927,399,103,1,0,0,1730.483
KR_7101790554,0,36,9,6,2,0,10,18,11,0,0,0,2,7,26751,29558,372,75,1,0,0,46,6,17,6,1,18,10,23,2,0,6,1,8,31950,30270,324,94,0,0,1,1359.108
KR_7088923630,0,28,5,3,1,0,16,8,25,2,0,4,3,17,31471,31624,364,75,1,0,1,25,1,4,2,1,8,16,8,0,0,2,1,5,27264,30098,383,100,0,0,0,1572.808
KR_7079460007,1,38,8,7,6,1,19,5,18,1,1,5,2,16,31249,33718,380,70,1,0,1,21,7,8,4,0,5,19,7,0,0,1,0,2,25498,31681,414,117,0,0,0,1325.935
KR_7084297024,0,67,8,9,3,0,8,7,12,0,0,5,0,6,24769,30174,343,101,0,0,0,23,8,15,6,1,7,8,6,1,0,1,1,3,26357,30234,400,86,1,0,1,1822.208
KR_7083126247,1,30,8,6,5,0,23,16,18,0,0,3,1,9,30876,30067,315,62,1,0,0,29,7,8,3,1,16,23,13,1,0,3,0,6,27330,27731,278,86,0,0,1,1379.601
KR_7081055410,0,36,8,9,5,0,8,17,9,1,0,3,1,13,26318,27520,384,70,1,0,1,34,10,13,6,1,17,8,34,1,1,3,0,2,27801,28013,323,92,0,0,0,1986.284
KR_7105820143,1,74,16,12,5,0,10,13,14,0,1,6,2,14,29483,30299,390,99,1,0,0,35,7,13,9,1,13,10,19,1,0,0,1,1,28390,29767,376,75,0,0,1,1232.869
KR_7076790009,1,31,5,4,0,1,22,9,17,1,0,3,3,9,34322,34326,382,126,1,0,1,26,0,6,2,0,9,22,9,0,0,0,0,2,24047,26031,301,58,0,0,0,1209.989
KR_7103613422,1,64,3,5,3,1,10,7,12,1,1,5,2,14,29202,32238,387,115,1,0,0,30,5,6,2,0,7,10,13,1,0,1,1,3,25620,29851,379,92,0,0,1,1998.681
KR_7108091122,0,34,10,7,5,1,10,12,15,0,1,0,3,10,29121,29452,381,86,1,0,0,33,8,12,6,0,12,10,23,1,0,6,1,6,28647,30749,341,110,0,0,1,1431.325
KR_6981710364,0,30,4,2,2,0,11,30,20,0,0,6,2,8,25777,24797,295,60,1,0,0,29,6,10,3,1,30,11,47,1,0,0,1,5,35784,31833,358,81,0,0,1,968.129
KR_7076982348,1,36,7,14,4,1,10,6,8,2,0,2,1,9,27311,32222,427,88,1,0,1,34,7,14,4,0,6,10,5,0,0,4,0,2,24562,30583,378,100,0,0,0,1805.603
KR_7083395564,0,153,7,4,0,1,8,14,7,0,0,5,0,4,23790,28350,325,93,0,0,0,30,3,6,3,0,14,8,11,1,0,1,2,4,28787,32903,397,75,1,0,1,1550.292
KR_7075009685,1,37,10,7,1,1,16,4,22,2,0,5,2,12,30664,32898,407,86,1,0,1,37,1,6,5,0,4,16,4,0,0,1,0,3,23422,27213,363,74,0,0,0,948.549
KR_7106662537,1,34,7,9,4,1,20,12,22,1,0,6,0,9,30453,32092,343,111,0,0,0,29,5,5,2,0,12,20,14,1,0,0,2,1,27959,29258,344,91,1,0,1,1490.777
KR_7047983128,1,34,9,5,3,0,16,6,14,1,0,2,3,13,31190,28753,374,68,1,0,1,22,5,6,2,1,6,16,4,0,0,4,0,1,24247,26345,333,84,0,0,0,1337.986
KR_7093100772,0,37,6,8,3,0,9,15,11,0,0,4,1,14,27608,32839,377,119,0,0,0,41,4,8,4,1,15,9,18,1,1,2,2,2,30119,31323,347,96,1,0,1,957.638
KR_7079135251,0,33,9,6,2,0,13,17,15,0,0,0,1,9,27975,29270,365,92,1,0,0,36,6,14,7,1,17,13,15,1,0,6,0,5,29329,32509,377,96,0,0,1,1401.416
KR_7096429937,0,44,10,10,3,1,13,13,16,0,0,6,0,6,27578,29094,372,88,0,0,0,40,9,17,3,0,13,13,14,2,0,0,1,3,29999,33130,427,92,1,0,1,1103.909
KR_7039997037,1,42,4,23,5,1,11,12,12,0,0,3,0,11,27726,30855,380,86,0,0,0,47,7,20,4,0,12,11,11,1,0,3,1,1,27658,29578,396,78,1,0,1,1435.307
KR_7096196527,0,71,4,12,5,0,9,15,6,0,0,4,1,10,25714,29307,337,96,1,0,0,93,9,14,3,1,15,9,21,1,1,2,1,3,29121,31897,367,87,0,0,1,1192.576
KR_7089167191,1,25,4,7,3,1,10,7,16,0,0,6,0,6,28105,31893,401,107,0,0,0,31,8,9,3,0,7,10,8,1,0,0,0,0,24992,30035,397,76,0,0,1,1516.146
KR_7103309433,1,38,9,10,2,0,15,10,16,1,0,5,2,8,30257,31065,363,110,1,0,1,31,7,15,7,1,10,15,17,0,0,1,0,2,27583,29289,394,78,0,0,0,1438.469
KR_7080443558,0,24,4,7,4,1,5,17,9,1,0,5,0,6,24641,27629,346,99,0,0,1,36,6,7,4,0,17,5,24,1,0,1,1,3,30260,30972,384,97,1,0,0,1433.981
KR_7101269686,0,34,5,14,6,0,7,9,6,1,0,3,0,5,26289,32297,424,84,0,0,1,39,9,13,4,1,9,7,7,1,1,3,2,6,29818,33331,431,131,1,0,0,937.932
KR_7105008165,1,76,8,8,3,0,19,7,23,0,0,3,2,11,30571,29513,325,79,1,0,0,143,4,8,5,1,7,19,10,0,0,3,1,5,26235,28364,365,66,0,0,0,1321.373
KR_7068946236,1,381,3,9,6,0,13,23,9,0,0,5,0,7,26789,28979,325,71,0,0,0,47,10,5,2,1,23,13,21,1,0,1,0,2,30152,31057,328,94,0,0,1,1642.47
KR_7079529050,0,34,6,6,3,1,7,11,7,1,0,0,1,7,24650,30041,381,87,1,0,1,33,7,10,3,0,11,7,5,0,1,6,0,4,28880,34387,426,120,0,0,0,1501.488
KR_7088136685,1,48,5,12,6,0,14,17,25,0,0,0,2,13,28153,29133,327,64,0,0,0,38,8,6,4,1,17,14,21,2,0,6,1,6,31002,31055,384,100,1,0,1,1748.614
KR_7098695426,1,148,10,14,4,0,6,11,8,0,0,6,1,6,25654,29838,388,95,0,0,0,38,6,20,8,1,11,6,15,2,0,0,1,3,28997,32588,400,92,1,0,1,2170.507
KR_7095389916,0,173,9,9,7,0,16,19,14,0,0,2,1,10,29757,29905,365,82,1,0,0,29,8,11,5,1,19,16,21,2,0,4,0,0,29711,30774,328,98,0,0,1,1517.791
KR_7106223981,1,36,6,17,4,1,12,10,16,1,0,4,2,12,28560,28953,357,84,1,0,1,43,8,11,4,0,10,12,13,0,0,2,0,2,26417,27321,330,99,0,0,0,1929.488
KR_7089189985,1,29,9,11,4,0,15,14,23,0,1,1,1,9,29088,30633,338,91,0,0,0,58,6,13,8,1,14,15,16,1,0,5,2,9,30065,29661,350,104,1,0,1,1416.271
KR_7088592400,1,32,7,7,4,0,16,12,21,1,1,0,0,8,30272,31702,398,93,0,0,0,42,10,11,5,1,12,16,16,1,0,6,1,3,28461,30285,353,84,1,0,1,1215.841
KR_7096835935,1,27,3,10,6,0,11,11,16,0,0,1,1,9,29529,31616,383,90,1,0,0,66,8,6,1,1,11,11,15,1,0,5,0,4,27673,30138,369,101,0,0,1,1259.506
KR_7070929376,0,37,6,10,4,1,9,9,5,1,0,1,1,6,25708,29579,374,82,1,0,0,30,5,10,3,0,9,9,8,1,0,5,0,4,25442,29079,351,80,0,0,1,2014.987
KR_7083526033,0,25,7,14,9,0,9,12,12,0,0,0,0,5,24736,27688,335,82,0,0,0,62,13,8,4,1,12,9,14,1,0,6,2,6,29685,29903,418,96,1,0,1,1467.724
KR_7088690896,0,31,8,4,2,0,15,20,19,1,0,0,0,8,26439,26842,296,78,0,0,1,36,4,7,3,1,20,15,24,0,0,6,1,6,31660,31942,376,80,1,0,0,1116.748
KR_7081368201,1,107,6,10,6,1,17,10,17,1,0,4,1,8,30000,32543,388,112,1,0,0,32,7,11,3,0,10,17,8,1,0,2,0,3,26374,31501,396,100,0,0,1,1535.78
KR_7083516794,0,37,10,24,8,0,9,14,15,1,0,6,1,6,25953,28369,356,90,1,0,1,45,9,15,7,1,14,9,11,0,0,0,0,4,28413,31107,393,84,0,0,0,1358.923
KR_7087123150,0,42,9,15,4,0,6,9,6,1,0,2,0,4,25141,30880,421,79,0,0,1,31,5,9,5,1,9,6,8,1,0,4,0,4,27329,31608,405,109,0,0,0,1286.708
KR_7060458791,0,41,5,15,6,1,7,10,3,1,1,6,1,9,25777,28523,367,126,1,0,1,50,11,13,2,0,10,7,14,0,0,0,0,3,25575,28739,339,72,0,0,0,1977.366
KR_7095681570,0,38,11,8,3,1,14,17,12,1,0,6,1,7,28452,31075,395,96,1,0,1,27,4,10,5,0,17,14,19,1,0,0,0,2,30700,32972,382,101,0,0,0,1055.293
KR_7090996981,1,40,10,10,6,0,19,12,22,0,0,3,0,9,30016,31105,376,68,0,0,0,34,9,15,5,1,12,19,10,2,0,0,0,1,27782,30266,355,99,0,0,1,1723.356
KR_7089700805,0,25,4,6,5,0,7,7,4,0,0,1,0,10,26285,31406,413,95,0,0,0,42,8,7,2,1,7,7,5,1,0,5,1,3,26021,30822,408,95,1,0,1,1932.788
KR_7092318343,1,478,5,13,4,1,9,8,10,0,0,4,1,11,26472,29710,355,77,1,0,0,64,6,9,2,0,8,9,10,1,0,2,0,3,25531,30649,366,80,0,0,1,2048.908
KR_7098761781,0,168,5,9,5,1,17,12,20,0,0,6,1,9,29924,29437,350,86,0,0,0,34,10,10,3,0,12,17,15,2,0,0,1,4,29042,30401,386,97,1,0,1,1710.742
KR_7100582268,1,34,7,12,5,0,13,12,16,1,1,5,4,11,31261,28703,375,89,1,0,1,33,7,4,2,1,12,13,10,0,0,1,0,4,27508,29470,359,90,0,0,0,1296.291
KR_7106455757,1,25,4,9,4,0,8,15,10,0,0,1,2,9,27310,29518,395,90,1,0,0,25,5,9,2,1,15,8,18,1,0,5,0,2,29310,31632,361,82,0,0,1,1884.708
KR_7097592945,0,143,3,12,7,0,11,7,24,0,0,6,1,9,29500,32104,385,97,1,0,0,71,10,6,3,1,7,11,9,1,0,0,0,1,24575,29318,372,75,0,0,1,1826.649
KR_7098417860,1,25,5,10,4,1,11,7,11,1,0,4,1,5,28322,31961,411,100,1,0,0,63,10,8,3,0,7,11,5,1,0,2,0,1,24625,30405,399,84,0,0,1,1383.676
KR_7109320182,0,31,9,8,5,0,12,18,14,0,0,0,1,5,26334,28245,355,73,1,0,0,25,8,7,4,1,18,12,26,1,1,6,0,3,30299,31669,350,97,0,0,1,1287.675
KR_7080180745,0,31,3,6,2,1,13,25,9,1,0,4,1,13,28697,28464,350,79,1,0,1,45,4,6,3,0,25,13,34,0,0,2,0,2,33959,30900,316,115,0,0,0,1570.598
KR_7092711705,0,34,9,9,3,0,6,12,3,0,0,3,0,10,23352,28371,332,81,0,0,0,60,11,12,7,1,12,6,20,1,0,3,2,10,31133,32491,402,98,1,0,1,1364.955
KR_6577974126,1,32,9,11,7,0,9,13,17,1,0,0,1,9,25814,27835,353,80,1,0,1,31,11,12,6,1,13,9,20,0,1,0,0,3,29115,29056,384,76,0,0,0,2022.2
KR_7077229880,1,27,3,7,5,0,11,12,16,1,0,4,2,11,28769,31607,390,102,0,0,1,31,6,8,3,1,12,11,15,0,0,2,1,0,28987,33855,398,113,1,0,0,1536.504
KR_7102888558,0,151,6,7,3,0,6,7,7,2,0,0,1,9,24497,27396,335,85,0,0,1,63,7,8,2,1,7,6,5,0,0,6,3,10,28095,30591,382,115,1,0,0,2040.211
KR_7083036906,1,32,7,6,1,1,24,9,39,1,1,6,2,13,33649,31705,343,103,1,0,0,311,1,9,3,0,9,24,11,1,0,0,1,3,25046,26046,305,72,0,0,1,938.984
KR_7083407496,0,32,4,10,8,1,8,13,14,0,0,3,0,11,24679,28535,326,89,0,0,0,29,10,8,2,0,13,8,14,2,0,3,1,6,28668,32235,388,109,1,0,1,1403.073
KR_7078501935,0,36,6,8,5,1,12,10,14,0,0,3,1,12,28747,31501,384,86,1,0,0,29,8,9,3,0,10,12,10,2,0,0,0,2,26105,29548,394,70,0,0,1,1945.263
KR_7080823181,1,40,13,6,6,1,13,9,17,1,1,4,1,9,29119,31291,377,101,1,0,1,27,7,18,9,0,9,13,6,0,0,2,0,2,25900,30565,368,104,0,0,0,1432.993
KR_7107415430,0,45,8,18,7,0,7,10,8,1,0,3,1,7,26318,30756,390,98,1,0,0,36,9,10,3,1,10,7,15,1,0,3,0,2,26395,30115,397,97,0,0,1,1810.314
KR_7105088816,0,30,5,16,9,1,12,9,13,1,0,3,0,8,28260,29785,397,73,0,0,1,69,12,10,3,0,9,12,9,0,0,3,0,2,25824,29296,353,82,0,0,0,2069.253
KR_7094771249,0,62,7,15,7,1,9,19,7,0,0,0,0,6,26254,29602,376,84,0,0,0,69,11,11,4,0,19,9,19,2,0,6,0,6,30274,32151,370,94,0,0,1,1549.42
KR_7072834734,0,108,8,16,5,1,12,7,10,1,0,6,0,8,25628,29046,352,78,0,0,1,150,6,17,7,0,7,12,10,1,0,0,0,1,26792,29665,414,80,0,0,0,1664.413
KR_7104217926,0,33,11,6,5,1,11,13,12,1,0,3,1,4,26754,29582,364,75,0,0,1,39,10,10,4,0,13,11,19,0,0,3,1,2,28808,30208,353,101,1,0,0,1650.818
KR_7091334384,1,27,7,11,6,1,13,16,16,1,0,3,0,5,26378,26870,305,79,0,0,1,65,9,13,6,0,16,13,15,0,0,3,1,4,30995,31319,384,98,1,0,0,2018.976
KR_7083855705,0,39,2,4,2,1,12,24,11,0,0,0,0,2,25108,26970,287,86,0,0,0,32,7,10,0,0,24,12,24,2,0,6,3,14,35458,33242,380,104,1,0,1,1172.904
KR_7109047966,0,34,6,16,6,0,4,12,5,0,0,0,0,5,23003,28141,368,70,0,0,0,266,9,12,4,1,12,4,13,1,1,6,2,7,29665,31977,404,88,1,0,1,1386.144
KR_7087156119,0,29,7,9,3,0,14,19,16,0,0,3,0,10,28918,30428,363,97,0,0,0,26,6,12,6,1,19,14,23,2,0,3,1,3,30400,30671,360,89,1,0,1,1749.048
KR_7069322930,1,35,7,8,4,1,12,15,14,1,0,3,3,12,30916,30109,392,92,1,0,0,43,8,9,5,0,15,12,22,1,0,3,0,2,26624,27509,324,72,0,0,1,1103.675
KR_7079393058,1,36,7,8,3,0,16,19,20,1,0,3,1,11,29850,29978,359,44,1,0,1,53,7,8,3,1,19,16,25,0,0,3,2,6,31674,31375,359,107,0,0,0,1237.792
KR_7079606028,0,64,6,11,4,1,12,15,14,0,0,1,1,9,27031,26730,331,66,0,0,0,36,5,9,3,0,15,12,17,1,0,5,2,7,30201,31428,374,98,1,0,1,1406.121
KR_7098361896,0,43,5,9,6,1,7,19,6,0,0,3,2,13,26178,29035,335,107,0,0,0,86,7,10,1,0,19,7,20,1,1,3,1,9,31978,33791,386,112,1,0,1,990.918
KR_7087085758,1,39,5,9,5,0,13,12,10,1,0,6,2,11,28240,32918,399,85,1,0,0,23,5,13,2,1,12,13,13,1,0,0,0,1,27780,30878,392,92,0,0,1,1251.355
KR_7106027837,0,33,6,5,4,0,9,7,10,1,0,0,1,6,25185,27229,331,93,0,0,1,37,8,9,5,1,7,9,3,0,1,6,1,5,25926,30759,365,107,1,0,0,1823.597
KR_7103096244,1,176,5,9,1,0,7,7,9,2,0,3,1,6,26026,31052,426,100,1,0,1,51,5,10,2,1,7,7,7,0,0,3,1,1,26652,31348,414,81,0,0,0,1785.308
KR_7097929346,1,23,6,5,3,1,8,12,5,0,0,6,2,12,28369,31983,406,115,0,0,0,27,5,8,5,0,12,8,15,1,0,0,1,5,29388,31963,379,99,1,0,1,1501.857
KR_7107829800,1,43,5,11,7,1,19,11,18,1,1,6,1,7,31784,32387,397,92,1,0,1,31,9,12,3,0,11,19,7,1,0,0,0,2,26753,29742,360,83,0,0,0,966.433
KR_7106600708,1,58,8,5,2,1,12,9,10,1,1,6,3,13,31022,32003,407,98,1,0,1,26,5,8,6,0,9,12,13,0,0,0,0,1,26746,30550,373,93,0,0,0,1662.911
KR_7085902778,1,110,8,26,6,0,12,23,20,1,0,3,0,11,26554,27776,341,96,0,0,1,50,10,24,6,1,23,12,25,0,0,3,1,5,32776,28401,332,66,1,0,0,1845.519
KR_7100428962,1,37,6,7,1,1,14,11,8,1,1,6,1,10,28335,33221,380,108,1,0,1,47,3,10,5,0,11,14,7,0,0,0,0,4,28472,33131,432,83,0,0,0,1628.291
KR_7097070123,0,33,8,7,4,1,13,14,17,1,0,6,1,5,27416,29618,349,76,0,0,1,28,8,8,4,0,14,13,21,0,0,0,1,8,29038,28891,366,84,1,0,0,1522.99
KR_7065651923,1,34,7,7,4,1,22,10,24,1,0,4,3,11,33206,30640,348,104,1,0,1,29,8,7,6,0,10,22,14,0,1,2,0,1,26769,27584,317,92,0,0,0,1318.257
KR_7108980609,1,29,7,10,3,1,7,9,8,1,0,3,0,4,25084,29319,383,88,0,0,0,30,8,9,4,0,9,7,6,1,0,3,1,2,26390,31536,397,95,1,0,1,1987.52
KR_7092019572,1,43,13,24,9,0,21,12,24,0,0,6,4,14,33810,29703,332,95,1,0,0,43,11,9,5,1,12,21,17,2,0,0,1,9,28370,27319,349,72,0,0,1,930.002
KR_7079257903,0,23,4,7,3,0,12,12,12,0,0,3,0,7,26501,28622,351,81,0,0,0,34,6,7,4,1,12,12,8,2,0,3,0,3,26147,29643,374,78,0,0,1,1841.952
KR_7100122158,1,33,10,9,6,0,16,10,26,1,1,0,1,11,30731,30884,391,88,0,0,1,30,10,10,7,1,10,16,11,0,0,6,1,8,28796,30232,388,94,1,0,0,1709.603
KR_7107285057,1,96,8,6,4,1,10,6,15,0,0,3,1,8,27456,31492,372,85,1,0,0,38,9,14,4,0,6,10,6,1,0,3,0,5,25131,30072,400,82,0,0,1,1868.865
KR_7027626105,1,106,8,14,6,1,10,6,6,1,0,3,1,12,28148,31729,395,93,1,0,1,56,8,21,7,0,6,10,7,0,0,3,0,2,25401,30157,398,99,0,0,0,1616.943
KR_7090002243,0,36,7,7,4,1,8,8,11,0,0,6,1,11,26133,28901,363,78,0,0,0,98,8,11,4,0,8,8,8,2,0,0,2,6,27460,30165,362,92,1,0,1,1467.394
KR_7086482405,0,26,6,7,5,0,9,22,11,0,0,1,0,10,25454,25719,329,65,0,0,0,38,9,9,3,1,22,9,27,2,0,2,2,10,33060,32333,396,84,1,0,1,1451.406
KR_7091640268,1,71,10,10,4,0,17,18,22,1,0,2,1,10,30929,32650,378,108,1,0,0,69,8,11,7,1,18,17,26,1,0,4,1,5,31646,30957,337,71,0,0,1,1663.629
KR_7074672164,1,47,12,8,2,0,17,5,25,1,0,4,1,9,31360,31285,382,112,0,0,0,33,5,18,6,1,5,17,3,1,1,2,1,1,24396,29218,352,82,1,0,1,2064.093
KR_7073103991,0,41,7,12,4,0,12,15,14,0,0,3,0,9,26429,28194,304,74,0,0,0,40,14,15,3,1,15,12,13,1,1,3,1,1,30195,31311,376,102,1,0,1,1178.996
KR_7092580359,1,31,7,2,0,0,11,4,11,0,1,6,1,7,27733,30091,378,80,1,0,0,22,2,8,6,1,4,11,5,1,0,0,0,1,22587,27752,302,109,0,0,1,957.077
KR_7092489598,1,30,4,11,8,1,10,7,12,0,0,6,0,2,25701,29353,340,84,0,0,0,32,11,7,2,0,7,10,8,1,0,0,0,1,24591,29243,353,103,0,0,1,1609.135
KR_7104096788,1,32,8,7,6,0,9,14,13,1,0,3,1,13,27546,27984,349,90,1,0,1,57,8,6,5,1,14,9,24,0,0,3,1,2,27234,30023,303,81,0,0,0,1469.951
KR_7100117156,0,29,10,6,3,0,11,16,10,2,0,0,0,10,26490,30596,358,123,0,0,1,36,4,10,5,1,16,11,18,0,0,6,3,5,30900,34049,411,91,1,0,0,1710.544
KR_7096032912,0,26,4,5,4,1,10,15,9,0,0,3,2,9,26918,31305,349,101,1,0,0,29,8,6,3,0,15,10,15,2,1,3,0,4,29347,30887,368,78,0,0,1,1415.118
KR_7071327968,0,55,7,5,4,1,4,10,5,1,0,0,0,3,23251,29763,369,98,0,0,1,62,7,11,7,0,10,4,10,1,1,6,3,11,29846,33745,450,95,1,0,0,1093.851
KR_7077512122,1,28,6,8,3,0,12,12,13,0,0,3,0,6,26886,28574,352,70,0,0,0,68,7,10,5,1,12,12,14,1,0,3,1,8,28190,29274,364,78,1,0,1,1324.811
KR_7082153351,0,34,11,11,5,1,9,13,7,0,0,5,0,6,25549,31309,397,91,0,0,0,32,8,11,7,0,13,9,12,2,0,1,0,1,25728,31619,355,80,0,0,1,1668.302
KR_6892377879,0,107,8,15,6,1,12,5,13,1,0,0,0,9,27722,32008,398,88,0,0,0,37,7,9,4,0,5,12,6,1,1,0,0,3,24808,28832,405,87,0,0,1,2345.097
KR_7096456458,0,74,7,12,5,1,11,4,12,0,0,6,2,9,30664,32167,422,103,1,0,0,31,9,10,4,0,4,11,4,2,0,0,1,4,25385,29378,405,86,0,0,1,1801.026
KR_7102804394,1,29,6,9,5,1,19,8,30,2,1,5,2,12,33917,32263,410,110,1,0,1,26,6,9,2,0,8,19,7,0,0,1,0,1,24295,27458,367,62,0,0,0,954.328
KR_7090077341,1,31,7,12,7,0,11,10,20,0,0,3,0,3,25581,28407,343,47,0,0,0,39,10,12,5,1,10,11,10,1,0,3,0,4,26869,28649,401,62,0,0,1,1652.302
KR_7103440646,1,34,8,9,4,1,23,12,19,2,0,6,3,14,33336,33553,379,112,1,0,1,53,5,15,5,0,12,23,20,0,0,0,0,3,27965,29941,344,67,0,0,0,1440.792
KR_7109210691,0,32,4,3,2,0,10,24,17,1,0,3,0,4,25608,27232,311,76,0,0,1,66,3,6,3,1,24,10,22,0,0,3,3,14,34663,32369,370,102,1,0,0,1423.38
KR_7093538408,0,100,8,12,6,0,4,9,4,0,0,0,1,10,24492,28024,397,65,0,0,0,25,6,10,5,1,9,4,10,1,1,6,1,4,27538,31393,385,122,1,0,1,1880.109
KR_7095446713,1,34,6,11,5,0,13,13,11,1,0,3,1,12,29071,30784,389,83,1,0,0,44,8,13,5,1,13,13,11,1,0,3,1,3,28536,29181,332,91,0,0,1,1467.39
KR_7105947499,1,30,8,8,1,1,13,6,14,1,0,3,2,15,29968,32748,430,91,1,0,1,23,3,5,3,0,6,13,5,1,0,3,2,6,25734,30734,339,130,0,0,0,1546.353
KR_7107992752,1,31,6,6,4,1,11,12,10,0,0,0,2,9,28086,30731,379,80,1,0,0,31,9,13,5,0,12,11,18,1,1,6,0,1,28848,30701,361,120,0,0,1,1622.807
KR_7084998242,0,21,5,12,3,1,26,12,32,1,0,2,1,12,30197,29157,294,84,0,0,1,33,4,2,2,0,12,26,12,1,0,4,2,5,28404,26231,326,80,1,0,0,1677.497
KR_7089488093,1,32,7,8,5,1,13,17,20,0,0,1,1,6,28040,29727,348,85,1,0,0,31,7,12,5,0,17,13,17,0,0,2,0,6,28720,30411,350,78,0,0,0,1680.943
KR_7082539039,0,66,8,7,5,1,11,8,17,1,0,0,1,7,27578,28783,372,80,1,0,1,32,7,12,6,0,8,11,10,0,0,6,0,6,25732,27699,373,76,0,0,0,1378.454
KR_7091967091,0,20,4,10,3,1,10,19,15,0,0,6,0,11,26074,28206,323,76,0,0,0,43,9,7,2,0,19,10,30,2,0,0,1,5,31944,31730,363,93,1,0,1,1301.41
